Decimal,Subfleet,Alpha Tag,Mode,Description,Tag,Category,Priority,Stream List
45682,,Laurens Elec,D,Laurens Electric Cooperative,Utilities,Laurens County,99,
45851,,Clinton PD,D,Clinton PD Dispatch,Law Dispatch,Laurens County,99,
45881,,Laurens PD Disp,D,Laurens PD Dispatch,Law Dispatch,Laurens County,99,
46501,,Newbry SD 1,D,Sheriff 1,Law Tac,Newberry County,99,
46502,,Newbry SD 2,D,Sheriff 2,Law Tac,Newberry County,99,
46541,,Newbry Co FD Dis,D,County Fire,Fire Dispatch,Newberry County,99,
46565,,Newbry EMS Disp,D,EMS,EMS Dispatch,Newberry County,99,
46851,,Newberry PD,D,Newberry PD,Law Dispatch,Newberry County,99,
47501,,PC Sheriff 1,D,Sheriff,Law Dispatch,Pickens County,99,
47541,,PC Fire,D,Fire,EMS Dispatch,Pickens County,99,
47565,,PC EMS,D,EMS,EMS Dispatch,Pickens County,99,
47615,,PC EMER MGT,D,Emergency Management,Emergency Ops,Pickens County,99,
47641,,PC All Call,D,All Call ,Emergency Ops,Pickens County,99,
47666,,Clemson U FD EMS,D,Clemson University FD EMS,EMS Dispatch,Pickens County,99,
47881,,Easley FD,D,Easley Fire,EMS Dispatch,Pickens County,99,
47883,,Easley PD,D,Easley Police,Law Dispatch,Pickens County,99,
47897,,Liberty PD,D,Liberty Police,Law Dispatch,Pickens County,99,
48501,,Sptg SD Disp,D,Sheriff Ch 1 Dispatch,Law Dispatch,Spartanburg County,99,
48502,,Sptg SD Ch 2 Trf,D,Sheriff Ch 2 TrafficSchool Resource,Law Tac,Spartanburg County,99,
48506,,Sptg SD Ch 4 Tac,D,Sheriff Ch 4 Tac,Law Tac,Spartanburg County,99,
48507,,Sptg SD Ch 6,D,Sheriff Ch 6,Law Tac,Spartanburg County,99,
48510,,Sptg SD Ch 3 Tlk,D,Sheriff Ch 3 Talkaround,Law Talk,Spartanburg County,99,
48521,,Sptg Towns 1,D,Town PDs DIspatch,Law Dispatch,Spartanburg County,99,
48522,,Sptg Towns 2,D,Town PDs Tac,Law Tac,Spartanburg County,99,
48523,,Sptg Towns 3,D,Town PDs Talkaround,Law Talk,Spartanburg County,99,
48565,,SEMS Dispatch,D,EMS DIspatch,EMS Dispatch,Spartanburg County,99,
48566,,SEMS Disp 2,D,EMS Dispatch 2,EMS-Tac,Spartanburg County,99,
48569,,SEMS Ops,D,EMS Operations,EMS-Tac,Spartanburg County,99,
48573,,SEMS SRMC ER,D,Spartanburg Regional Medical Center ER,Hospital,Spartanburg County,99,
48577,,SEMS Greer ER,D,Greer Hospital ER,Hospital,Spartanburg County,99,
48578,,Cowpens PD,D,Cowpens PD Talkaround,Law Talk,Spartanburg County,99,
48580,,SRMC Sec 1,D,Spartanburg Regional Med Center Security,Security,Spartanburg County,99,
48583,,SEMS MrBl ER,D,Mary Black ER,Hospital,Spartanburg County,99,
48584,,SEMS PMC ER,D,Pelham Medical Center ER,Hospital,Spartanburg County,99,
48642,,Regional 1,D,Regional 1Sptg AirGnd,Emergency Ops,Spartanburg County,99,
48643,,Sptg HazMat,D,HazMat,Emergency Ops,Spartanburg County,99,
48644,,Sptg SD Ch 5 Wrt,D,Sheriff Ch 5 WarrantsInvestigations,Law Tac,Spartanburg County,99,
48653,,Sptg Co Jail,D,Jail,Corrections,Spartanburg County,99,
48654,,Sptg Jail,D,Jail,Corrections,Spartanburg County,99,
48851,,Campobello PD,D,Campobello PD Talkaround,Law Talk,Spartanburg County,99,
48881,,Duncan PD,D,Duncan PD Talkaround,Law Talk,Spartanburg County,99,
49001,,Union Co SD,D,Sheriff Tac,Law Tac,Union County,99,
50103,,RADIO MNTC,D,Radio Maintenance,Public Works,Charleston County,99,
50201,,SCHP LrnsNewb,D,Ch 17 NewberryLaurens Dispatch,Law Dispatch,SCHP Troop 2,99,
50202,,SCHP Tac 3,D,Ch 18 Tac 3,Law Tac,SCHP Troop 2,99,
50203,,SCHP AbbGrwd,D,Ch 19 AbbevilleGreenwood Dispatch,Law Dispatch,SCHP Troop 2,99,
50204,,SCHP EgfSldMck,D,Ch 20 EdgefieldSaludaMcCormick Dispatch,Law Dispatch,SCHP Troop 2,99,
50205,,SCHP Tac 4,D,Ch 21 Tac 4,Law Tac,SCHP Troop 2,99,
50206,,SCTP T2,D,Ch 23 Transport Police Troop 2,Law Tac,SCHP Troop 2,99,
50207,,DPS 2,D,Ch 24 DPS 2,Public Works,SCHP Troop 2,99,
50208,,SCHP Sp Ops 2,D,Ch 25 Special Ops Troop 2,Law Tac,SCHP Troop 2,99,
50211,,SCHP Anderson,D,Ch 33 Anderson,Law Dispatch,SCHP Troop 3,99,
50212,,SCHP Tac 5,D,Ch 34 Tac 5,Law Tac,SCHP Troop 3,99,
50213,,SCHP Grnvl,D,Ch 36 Greenville,Law Dispatch,SCHP Troop 3,99,
50214,,SCHP Tac 6,D,Ch 37 Tac 6,Law Tac,SCHP Troop 3,99,
50215,,SCHP Sptg,D,Ch 38 Spartanburg,Law Dispatch,SCHP Troop 3,99,
50216,,SCTP T3,D,Ch 39 Transport Police Troop 3,Law Tac,SCHP Troop 3,99,
50217,,DPS 3,D,Ch 40 DPS 3,Public Works,SCHP Troop 3,99,
50218,,SCHP Sp Ops 3,D,Ch 41 Special Ops Troop 3,Law Tac,SCHP Troop 3,99,
50221,,SCHP CherUn,D,Ch 49 CherokeeUnion,Law Dispatch,SCHP Troop 4,99,
50222,,SCHP Tac 7,D,Ch 50 Tac 7,Law Tac,SCHP Troop 4,99,
50223,,SCHP York,D,Ch 51 York,Law Dispatch,SCHP Troop 4,99,
50224,,SCHP Tac 8,D,Ch 53 Tac 8,Law Tac,SCHP Troop 4,99,
50225,,SCTP T4,D,Ch 55 Transport Police Troop 4,Law Tac,SCHP Troop 4,99,
50226,,DPS 4,D,Ch 56 DPS 4,Public Works,SCHP Troop 4,99,
50227,,SCHP Sp Ops 4,D,Ch 57 Special Ops Ttroop 4,Law Tac,SCHP Troop 4,99,
50231,,SCHP ChstFrfd,D,Ch 52 ChesterFairfield,Law Dispatch,SCHP Troop 4,99,
50232,,SCHP ChsfLanc,D,Ch 54 ChesterfieldLancaster,Law Dispatch,SCHP Troop 4,99,
50233,,SCHP PcknsOcnee,D,Ch 35 PickensOconee,Law Dispatch,SCHP Troop 3,99,
50401,,SLED Piedmont,D,Piedmont,Law Tac,SLED State Law Enforcement Division,99,
50502,,SC DNR Reg 1,D,Region 1,Law Tac,SC DNR,99,
50503,,SC DNR Reg 2,D,Region 2,Law Tac,SC DNR,99,
50601,,SC DHEC Reg 1,D,Region 1,Emergency Ops,SC DHEC,99,
50603,,SC DHEC Hosp Rg1,D,Hospital Region 1 Upstate,Hospital,SC DHEC,99,
50710,,SC DJJ,D,SC DJJ,Corrections,SC DJJ,99,
50807,,SC PPP Upstate,D,Upstate Area,Law Tac,SC PPP,99,
50991,,USCUpstate PD,D,USCUpstate PD,Law Dispatch,Spartanburg County,99,
51000,,Harris Hosp,D,Patrick B Harris Hospital Security,Security,Anderson County,99,
51101,,SCHP D2,D,SC DOT SHEP District 2,Public Works,SCHP Troop 2,99,
51104,,SHEP D3,D,SC DOT SHEP District 3,Public Works,SCHP Troop 3,99,
51105,,SHEP D4,D,SC DOT SHEP District 4,Public Works,SCHP Troop 4,99,
51205,,SC EMD Upstate,D,Upstate,Emergency Ops,SC EMD,99,
51206,,SC EMD Piedmont,D,Piedmont,Emergency Ops,SC EMD,99,
51207,,SC EMD Catawba,D,Catawba,Emergency Ops,SC EMD,99,
51701,,AnMed Helo,D,AnMed Lifeflight Helicopter,EMS-Tac,Anderson County,99,
51702,,Medshore EMS,D,Medshore EMS,EMS Dispatch,Anderson County,99,
51703,,SC AirReach,D,AirReach,EMS Dispatch,SC Medical Helicopters,99,
51704,,MedTrans SC,D,MedTrans Roam SC  AircareAirReachRegional 1GHS MedTransAnMed LifeFlight,EMS Dispatch,SC Medical Helicopters,99,
51705,,MedCenterAir,D,MedCenter Air CMC Charlotte,EMS Dispatch,SC Medical Helicopters,99,
51707,,Logisticare EMS,D,Logisticare EMS,EMS Dispatch,Ambulance Services,99,
51708,,Lifeflight,D,Lifeflight,EMS Dispatch,SC Medical Helicopters,99,
51709,,Careflight,D,Careflight EMS Dispatch,EMS Dispatch,SC Medical Helicopters,99,
51711,,Medshore Amb,D,Medshore Ambulance,EMS-Tac,Ambulance Services,99,
51712,,GHS MedTrans,D,GHS MedTrans Dispatch,Emergency Ops,Greenville County,99,
55201,,RCSD N Disp,D,Sheriff North Dispatch,Law Dispatch,AugustaRichmond County,99,
55202,,RCSD N Recs,D,Sheriff North Records,Law Tac,AugustaRichmond County,99,
55203,,RCSD N Tac,D,Sheriff North Tac,Law Tac,AugustaRichmond County,99,
55206,,RCSD S DIsp,D,Sheriff South Dispatch,Law Dispatch,AugustaRichmond County,99,
55207,,RCSD S Recs,D,Sheriff South Records,Law Tac,AugustaRichmond County,99,
55208,,RCSD S Tac,D,Sheriff South Tac,Law Tac,AugustaRichmond County,99,
55218,,RCSD Traffic,D,Sheriff Traffic,Law Tac,AugustaRichmond County,99,
55220,,RCSD Bus Disp,D,Sheriff Business District Dispatch,Law Dispatch,AugustaRichmond County,99,
55223,,RCSD Event 1,D,Sheriff Event 1,Law Tac,AugustaRichmond County,99,
55224,,RCSD Event 2,D,Sheriff Event 2,Law Tac,AugustaRichmond County,99,
55225,,RCSD Event 3,D,Sheriff Event 3,Law Tac,AugustaRichmond County,99,
55228,,RC Marshal Disp,D,Marshal Department Dispatch Ch 1,Law Dispatch,AugustaRichmond County,99,
55229,,RC Engineering,D,EngineeringTraffic Light,Public Works,AugustaRichmond County,99,
55237,,RCSD Sp Ops,D,Sheriff Special Ops,Law Tac,AugustaRichmond County,99,
55238,,RCSD Bus Tac,D,Sheriff Business Tac,Law Tac,AugustaRichmond County,99,
55241,,RCFD Tac 1,D,Fire Tac 1,Fire-Tac,AugustaRichmond County,99,
55242,,RCFD Tac 2,D,Fire Tac 2,Fire-Tac,AugustaRichmond County,99,
55243,,RCFD Tac 3,D,Fire Tac 3,Fire-Tac,AugustaRichmond County,99,
55244,,RCFD Tac 4,D,Fire Tac 4,Fire-Tac,AugustaRichmond County,99,
55247,,RCFD Alert,D,Fire Alert Channel,Fire Dispatch,AugustaRichmond County,99,
55265,,RCFD EMS Tac 1,D,Fire EMS Tac 1,Fire-Tac,AugustaRichmond County,99,
55266,,RCFD EMS Tac2,D,Fire EMS Tac 2,Fire-Tac,AugustaRichmond County,99,
55292,,RC Animal Cntl,D,Animal Control,Public Works,AugustaRichmond County,99,
55293,,RC Water Dept,D,Water Department ,Public Works,AugustaRichmond County,99,
55297,,RC Corr Inst,D,Richmond Co Correctional Institute,Law Tac,AugustaRichmond County,99,
55299,,RC Corr Inst Wrk,D,Richmond Co Correctional Institute Work Detail,Law Tac,AugustaRichmond County,99,
55301,,RC Transit,D,Transit Bus,Transportation,AugustaRichmond County,99,
55303,,RC DPW,D,Public Works,Public Works,AugustaRichmond County,99,
55304,,RC Water Meter,D,Water Department Meter Readers,Public Works,AugustaRichmond County,99,
55341,,RC Court Sec,D,Marshal Department Court Security,Law Tac,AugustaRichmond County,99,
55342,,RC Apt Grnd Ptl,D,Marshal Department Bush Field Airport Grounds Patrol,Law Tac,AugustaRichmond County,99,
55345,,RC Marshal Tac,D,Marshal Department TAC,Law Tac,AugustaRichmond County,99,
55349,,RC BOE,D,Board of Education Public Safety,Schools,AugustaRichmond County,99,
55373,,Augusta Univ,D,Augusta University PD Dispatch,Law Dispatch,AugustaRichmond County,99,
60001,,Cedar Mtn FR,D,Cedar Mountain Fire Rescue Tac 12 P,Fire-Tac,Greenville County,99,
60002,,Cedar Mtn FR,D,Cedar Mountain Fire Rescue Tac 12 M,Fire-Tac,Greenville County,99,
60003,,Cedar Mtn FR,D,Cedar Mountain Fire Rescue Tac 12 Roam,Fire-Tac,Greenville County,99,
